School Name,SAT Average Overall,"% IndepStudents, LowIncome $0-$30,000",% Independent Students,"% DepStudents, LowIncome $0-$30,000","% aided students family income $0-$30,000",% First Generation Students,"% First Gen, Parents w/College","% First Gen, Parents w/MiddleSchool","% First Gen, Parents w/HighSchool","% FirstGenStudents, Completed 2 Years","% FirstGenStudents, Completed 3 Years","% FirstGenStudents, Completed 4 Years","% FirstGenStudents, Completed 6 Years","% FirstGenStudents, Completed 8 Years",% Students W/Bachelors Degree at 25 Years Old,% Students Born Within the U.S.,% Population of White Students by ZIP Code,% Population of Hispanic Students by ZIP Code,% Population of Black Students by ZIP Code,% Population of Asian Students by ZIP Code,% Students W/Professional Deg at 25YrsbyZIP,% IndepStudents Completed 2 Years,% IndepStudents Completed 3 Years,% IndepStudents Completed 4 Years,% IndepStudents Completed 6 Years,% IndepStudents Completed 8 Years,% IndepStudents Withdrawn 2 Years,% IndepStudents Withdrawn 3 Years,% IndepStudents Withdrawn 4 Years,% IndepStudents Withdrawn 6 Years,% IndepStudents Withdrawn 8 Years,% DepStudents Completed 2 Years,% DepStudents Completed 3 Years,% DepStudents Completed 4 Years,% DepStudents Completed 6 Years,% DepStudents Completed 8 Years,% DepStudents Withdrawn 2 Years,% DepStudents Withdrawn 3 Years,% DepStudents Withdrawn 4 Years,% DepStudents Withdrawn 6 Years,% DepStudents Withdrawn 8 Years,% NonFirstGenStudents Completed 2 Years,% NonFirstGenStudents Completed 3 Years,% NonFirstGenStudents Completed 4 Years,% NonFirstGenStudents Completed 6 Years,% NonFirstGenStudents Completed 8 Years,% NonFirstGenStudents Withdrawn 2 Years,% NonFirstGenStudents Withdrawn 3 Years,% NonFirstGenStudents Withdrawn 4 Years,% NonFirstGenStudents Withdrawn 6 Years,% NonFirstGenStudents Withdrawn 8 Years,% FirstGenStudents Completed 2 Years,% FirstGenStudents Completed 3 Years,% FirstGenStudents Completed 4 Years,% FirstGenStudents Completed 6 Years,% FirstGenStudents Completed 8 Years,% FirstGenStudents Withdrawn 2 Years,% FirstGenStudents Withdrawn 3 Years,% FirstGenStudents Withdrawn 4 Years,% FirstGenStudents Withdrawn 6 Years,% FirstGenStudents Withdrawn 8 Years,id,Latitude,Longitutde
The University of Texas at Arlington,1115.0,43.9,54.72,36.29,40.45,43.77,56.23,7.87,35.9,5.0,6.67,7.34,11.7,13.01,1816.0,8677.0,7000.0,1923.0,1455.0,375.0,784.0,33.47,44.77,52.36,56.58,54.01,13.81,12.9,12.72,11.39,12.57,15.59,32.85,46.16,53.09,51.18,16.83,15.88,14.43,12.52,11.62,23.66,39.3,48.84,57.53,54.21,14.67,13.3,13.74,10.73,11.38,24.23,39.02,49.57,54.09,52.02,15.6,14.61,13.48,12.3,12.26,22876900,3272.97,-9711.3
The University of Texas at Austin,1371.0,81.8,6.34,26.36,29.88,27.52,72.48,4.28,23.24,0.0,1.87,4.38,6.15,7.93,2161.0,8490.0,7384.0,2707.0,908.0,437.0,1091.0,32.33,60.74,68.95,74.57,71.5,10.27,11.41,11.0,11.75,10.59,14.29,63.22,77.38,81.18,79.99,5.8,6.54,8.35,6.38,5.41,15.2,67.09,82.25,83.92,83.73,5.45,5.34,6.7,6.33,4.42,15.56,60.15,72.52,78.1,75.77,6.58,7.96,9.97,7.23,7.08,22877800,3028.28,-9773.83
The University of Texas at Tyler,1136.0,65.08,40.26,31.63,45.1,39.12,60.88,5.39,33.74,2.03,4.64,6.65,10.45,10.33,1394.0,9348.0,7832.0,994.0,1388.0,120.0,673.0,44.49,54.45,58.48,55.41,54.91,10.73,15.47,13.99,13.77,17.07,24.78,40.3,49.48,51.51,52.16,11.08,13.15,12.4,14.72,11.9,29.37,46.12,55.14,56.42,52.75,8.3,13.36,13.03,13.35,15.07,33.93,45.71,52.55,51.89,53.49,11.86,14.31,13.06,14.68,13.77,22880200,3231.58,-9525.43
Texas Christian University,1291.0,68.25,13.49,17.7,24.52,20.41,79.59,2.42,17.98,0.0,4.07,6.74,10.72,11.24,2219.0,8923.0,7923.0,1519.0,840.0,337.0,1104.0,40.44,57.93,66.91,73.48,66.47,11.76,10.98,0.0,7.58,8.09,10.07,62.46,78.39,81.74,79.22,5.61,4.8,0.0,2.78,2.88,12.55,68.79,79.79,86.06,80.84,3.64,4.62,3.28,2.02,3.14,15.12,55.0,74.11,74.64,74.05,9.11,6.85,5.5,4.95,4.13,22887500,3270.96,-9736.48
The University of Texas Permian Basin,1034.0,49.95,51.73,34.38,42.43,46.21,53.79,6.89,39.32,3.78,5.17,6.35,11.54,8.38,1183.0,8965.0,7610.0,3723.0,531.0,92.0,481.0,13.58,15.43,24.11,34.45,42.89,27.15,36.95,35.71,25.31,25.13,7.68,15.69,15.6,28.14,38.81,26.18,28.54,42.29,36.43,22.39,9.73,19.02,18.1,36.47,36.43,21.62,29.89,34.29,29.41,27.14,10.87,14.83,20.41,30.87,41.77,27.78,33.33,40.02,29.99,23.02,22901800,3188.95,-10232.96
The University of Texas at San Antonio,1119.0,72.13,17.35,34.38,40.92,38.85,61.15,5.1,33.75,0.0,3.24,7.32,12.52,16.29,1752.0,8654.0,7407.0,4208.0,668.0,249.0,933.0,32.73,49.6,58.64,59.57,57.05,12.36,11.4,12.22,15.13,12.91,10.16,32.69,48.43,52.15,45.92,14.97,14.23,13.15,12.17,12.3,13.31,38.37,53.57,56.45,49.39,12.06,10.86,9.87,9.8,9.32,14.57,35.24,49.09,52.79,47.84,15.46,14.71,14.1,13.84,13.48,22902700,2958.37,-9862.07
Texas Southern University,919.0,82.53,25.01,55.47,62.23,38.8,61.2,3.38,35.42,0.0,0.0,3.92,7.19,10.16,1398.0,8212.0,4220.0,2433.0,3887.0,480.0,697.0,15.53,27.46,31.81,35.68,31.38,29.05,32.2,24.78,18.92,20.11,3.19,9.31,18.12,24.39,24.2,35.83,31.98,27.85,24.46,22.59,7.11,14.76,25.64,30.65,32.42,29.46,30.84,24.36,20.16,18.45,5.45,13.67,20.36,26.83,25.17,35.66,32.33,27.79,23.54,22.54,22906300,2972.1,-9536.11
Texas Tech University,1209.0,70.0,16.39,23.34,30.99,32.38,67.62,3.86,28.52,1.29,5.47,7.35,10.3,10.97,1919.0,9089.0,7971.0,2141.0,610.0,249.0,907.0,35.78,50.72,56.24,60.4,54.35,14.29,14.08,14.84,15.98,17.08,11.93,37.5,54.99,59.83,61.62,14.77,11.79,10.53,10.55,9.22,14.17,40.79,59.14,65.22,65.42,11.94,9.51,8.52,8.57,7.97,15.94,39.17,53.12,57.11,57.6,16.27,13.53,12.67,12.91,12.14,22911500,3358.34,-10187.48
Texas Wesleyan University,1012.0,72.86,34.35,41.05,51.98,48.3,51.7,8.46,39.84,0.0,0.0,0.0,11.58,13.44,1543.0,8756.0,7059.0,2050.0,1435.0,267.0,676.0,41.51,47.88,51.38,53.55,46.73,13.21,12.12,11.05,12.57,21.5,15.5,28.68,42.52,40.94,37.96,21.0,18.78,19.73,20.47,15.51,15.6,39.36,44.87,44.58,57.47,14.68,13.83,19.23,18.07,11.49,24.67,33.33,46.1,46.61,38.44,19.78,17.42,15.87,16.95,19.89,22916000,3273.3,-9727.96
Texas Woman's University,1060.0,60.51,40.45,34.4,44.96,41.58,58.42,7.49,34.09,2.36,4.17,5.47,7.62,12.91,1931.0,8636.0,7146.0,1920.0,1331.0,386.0,843.0,39.01,49.27,55.77,64.9,57.58,11.71,13.98,12.95,12.78,11.83,14.8,30.89,46.45,53.44,50.61,19.44,15.93,15.42,12.58,8.8,24.43,43.59,56.12,64.26,59.78,12.21,11.92,10.28,9.11,7.5,22.82,35.79,48.48,56.22,52.08,18.15,16.21,15.69,13.73,10.9,22917900,3322.62,-9712.78
Trinity University,1392.0,0.0,1.69,0.0,16.89,17.37,82.63,2.11,15.26,0.0,0.0,0.0,13.04,0.0,2393.0,8780.0,7934.0,2068.0,662.0,375.0,1374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.43,83.52,75.18,83.91,0.0,7.73,0.0,0.0,0.0,0.0,64.24,74.19,71.3,75.32,0.0,10.6,0.0,0.0,0.0,22926700,2946.27,-9848.19
West Texas A & M University,1085.0,60.34,27.89,26.93,36.25,39.38,60.62,5.31,34.06,0.0,2.12,4.9,7.44,8.21,1408.0,9217.0,8011.0,2294.0,463.0,136.0,653.0,37.98,51.58,45.84,53.55,57.97,16.7,15.83,21.63,16.12,18.53,14.86,32.54,36.73,38.88,43.97,19.64,21.5,24.0,26.16,18.73,17.45,41.23,43.27,47.06,53.94,16.02,18.18,18.98,18.95,16.75,22.98,36.87,38.04,41.59,46.19,19.76,20.45,24.65,24.83,19.25,22981400,3498.28,-10191.47
Brigham Young University,1342.0,91.86,27.43,18.6,38.69,13.8,86.2,0.56,13.23,1.38,2.14,4.53,7.1,7.76,2135.0,9081.0,8722.0,943.0,205.0,259.0,1001.0,20.43,54.89,65.35,72.64,78.58,10.0,12.03,17.54,15.38,10.55,5.28,23.05,41.67,56.5,62.51,26.56,19.65,18.25,20.95,16.11,14.46,42.81,56.93,68.21,73.78,16.43,14.61,16.93,16.88,12.18,12.09,36.26,50.97,61.32,65.91,19.3,17.06,19.45,19.34,14.99,23003800,4025.09,-11164.93
Brigham Young University-Hawaii,1185.0,87.15,26.28,25.5,41.7,19.19,80.81,0.0,0.0,0.0,9.39,10.53,12.4,18.48,1946.0,8492.0,5846.0,856.0,181.0,973.0,982.0,0.0,0.0,16.36,49.02,44.29,58.97,70.97,56.36,25.49,25.24,0.0,0.0,14.56,31.68,35.17,44.71,50.63,38.83,27.06,17.43,0.0,0.0,15.42,37.38,42.51,49.07,56.4,42.29,24.27,21.26,0.0,0.0,14.98,37.6,36.36,50.21,61.33,47.37,28.4,20.0,23004700,2164.21,-15792.66
Southern Utah University,1149.0,76.02,29.81,23.02,38.82,32.09,67.91,1.48,30.61,0.0,0.0,5.71,8.03,12.81,1586.0,9478.0,9081.0,625.0,82.0,114.0,720.0,16.57,36.82,46.58,43.45,47.66,22.47,26.7,22.18,27.15,21.31,6.05,24.14,28.4,41.44,40.27,27.87,25.48,25.96,21.28,16.86,10.82,33.33,40.04,47.54,47.89,22.87,20.73,18.65,17.01,12.68,8.56,25.66,31.94,39.4,40.44,28.21,29.19,27.96,26.87,21.32,23060300,3767.46,-11307.01
Utah State University,1217.0,66.35,35.33,21.26,37.19,28.36,71.64,1.65,26.71,2.92,3.61,4.75,9.22,12.17,1806.0,9357.0,9056.0,696.0,85.0,167.0,867.0,26.62,46.33,54.26,55.02,49.15,25.1,20.16,22.99,22.42,20.55,10.49,25.35,40.11,47.44,45.6,33.11,28.89,23.91,19.76,18.01,19.23,40.31,50.94,60.63,55.27,25.43,19.57,18.14,15.14,15.39,15.91,29.53,42.26,45.0,43.31,33.11,29.39,27.24,24.49,21.2,23072800,4174.07,-11181.39
University of Utah,1257.0,64.34,38.31,23.73,39.29,29.44,70.56,2.62,26.82,2.39,3.63,5.57,6.92,8.74,2019.0,9071.0,8840.0,912.0,124.0,233.0,1052.0,31.66,47.37,57.12,63.2,63.88,14.06,14.72,15.11,15.56,14.27,9.05,27.28,40.61,52.13,55.19,20.0,19.65,22.24,17.76,15.02,17.22,36.62,50.88,61.81,62.16,15.89,15.97,18.43,15.88,13.7,16.81,34.15,45.15,54.44,57.88,19.33,18.87,19.87,17.27,15.18,23076400,4076.25,-11184.6
Castleton University,1054.0,77.46,6.98,19.77,23.8,34.5,65.5,1.13,33.37,0.0,4.4,0.0,9.93,10.34,1710.0,9531.0,9596.0,158.0,106.0,100.0,1034.0,36.73,53.33,55.56,62.71,52.31,0.0,0.0,0.0,0.0,0.0,6.04,39.12,50.87,55.99,54.91,0.0,0.0,0.0,0.0,0.0,10.16,39.42,51.56,57.72,58.93,17.19,16.06,19.53,14.77,17.86,8.96,40.59,51.09,56.29,52.88,20.6,23.47,22.13,16.78,15.62,23083400,4360.84,-7318.08
Middlebury College,1466.0,78.05,15.21,21.88,30.43,21.57,78.43,3.02,18.55,0.0,0.0,0.0,0.0,0.0,2264.0,8684.0,8185.0,850.0,733.0,428.0,1631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45,78.67,91.08,0.0,86.43,0.0,0.0,0.0,0.0,0.0,11.45,72.66,85.21,0.0,85.71,0.0,0.0,0.0,0.0,0.0,23095900,4400.91,-7317.61
University of Vermont,1351.0,70.85,5.73,12.65,15.98,11.51,88.49,0.3,11.22,2.79,4.56,8.82,10.02,12.54,2168.0,9168.0,9153.0,358.0,298.0,229.0,1485.0,31.53,46.02,58.16,49.07,63.64,11.71,14.16,11.22,17.59,0.0,9.24,65.26,72.91,72.0,71.28,9.04,8.22,7.07,7.52,0.0,10.18,67.55,74.69,72.57,73.21,8.5,6.18,6.33,6.54,5.36,10.81,58.56,68.39,68.43,68.1,10.21,12.43,8.68,10.02,6.93,23117400,4447.73,-7319.66
Averett University,1033.0,48.13,33.13,31.42,36.96,37.55,62.45,2.45,35.1,0.0,0.0,0.0,6.31,0.0,1342.0,9420.0,7010.0,384.0,2533.0,149.0,729.0,26.47,34.71,51.95,50.0,52.51,32.35,21.49,22.73,21.5,19.63,10.96,38.35,42.91,46.4,47.0,20.89,20.79,16.61,14.39,11.31,21.43,39.51,50.0,48.96,54.02,16.33,17.28,0.0,14.58,12.64,12.84,36.68,45.04,47.73,48.43,26.35,21.94,0.0,18.18,15.42,23142000,3657.73,-7941.32
Bridgewater College,1166.0,0.0,3.78,0.0,19.72,32.02,67.98,0.0,0.0,0.0,0.0,6.94,11.94,13.79,1525.0,9439.0,8653.0,312.0,912.0,167.0,881.0,0.0,0.0,61.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.66,63.64,63.58,61.97,14.5,13.25,9.74,6.36,0.0,0.0,52.33,60.0,56.42,60.34,22.31,12.95,11.67,8.36,0.0,23158100,3837.85,-7896.9
William & Mary,1447.0,80.0,4.17,14.36,17.1,13.17,86.83,0.86,12.31,0.0,0.0,0.0,3.92,5.45,2207.0,8957.0,7841.0,475.0,1333.0,422.0,1471.0,46.67,0.0,0.0,77.78,74.58,0.0,0.0,0.0,0.0,0.0,16.11,0.0,0.0,91.09,86.74,0.0,0.0,0.0,0.0,0.0,17.57,83.77,88.38,91.15,86.4,3.38,0.0,2.42,0.0,0.0,17.21,83.4,85.31,88.63,84.73,4.51,0.0,6.12,0.0,0.0,23162400,3726.95,-7670.82
Regent University,1130.0,57.33,78.3,29.53,51.3,41.99,58.01,4.26,37.73,0.0,3.99,5.46,11.86,13.77,1592.0,9147.0,6816.0,565.0,2329.0,328.0,882.0,10.71,18.35,25.53,41.39,38.17,40.18,35.68,31.3,24.42,18.97,15.29,38.9,54.11,53.77,53.73,22.82,22.45,17.77,16.72,14.93,16.41,32.4,45.19,56.59,48.84,28.97,29.05,23.91,19.02,19.19,10.44,20.37,29.69,42.74,42.64,37.97,33.76,28.66,21.88,16.83,23165100,3680.12,-7619.46
Christopher Newport University,1219.0,0.0,2.05,0.0,12.96,18.1,81.9,0.0,0.0,0.0,4.87,7.36,9.78,16.43,2020.0,9072.0,7515.0,403.0,1703.0,383.0,1240.0,0.0,0.0,56.52,69.77,35.71,0.0,0.0,0.0,0.0,26.19,0.0,0.0,71.58,74.49,67.32,0.0,0.0,0.0,0.0,9.15,10.5,67.62,72.49,76.73,69.95,5.73,6.74,4.2,5.12,8.62,11.19,67.15,69.89,72.3,62.53,6.81,6.81,7.82,5.3,11.02,23171200,3706.25,-7649.44
Eastern Mennonite University,1346.0,45.74,23.04,19.03,25.18,31.91,68.09,3.7,28.21,0.0,0.0,0.0,13.4,0.0,1410.0,9409.0,8841.0,467.0,656.0,151.0,786.0,48.53,39.71,30.88,43.01,57.45,17.65,20.59,17.65,17.2,18.09,10.42,44.76,46.96,50.68,61.86,12.5,11.43,23.89,15.84,8.47,16.87,55.43,56.36,57.14,75.83,13.25,10.87,19.09,12.38,0.0,22.03,37.63,36.59,44.02,51.9,14.12,15.05,24.39,18.18,0.0,23204300,3847.11,-7888.03
Ferrum College,1061.0,0.0,6.72,0.0,40.67,38.85,61.15,2.52,36.33,0.0,0.0,0.0,10.67,12.48,1383.0,9406.0,7856.0,345.0,1655.0,184.0,783.0,0.0,0.0,32.26,35.48,31.71,40.54,42.86,32.26,0.0,0.0,0.0,0.0,29.15,30.74,32.84,28.61,27.13,28.44,0.0,0.0,14.67,22.97,34.07,36.97,38.98,13.33,24.32,21.98,12.61,0.0,5.4,25.6,28.18,29.5,31.38,33.65,28.95,30.39,22.8,0.0,23208900,3692.69,-8002.16
George Mason University,1250.0,67.99,24.24,25.09,35.49,29.99,70.01,3.57,26.41,0.0,1.9,4.0,5.22,7.6,2538.0,8101.0,7211.0,910.0,1254.0,805.0,1749.0,37.46,56.95,65.26,72.53,71.79,10.52,10.76,10.78,9.46,10.61,18.93,50.58,66.58,74.7,74.43,9.54,9.13,8.74,7.9,7.11,19.31,51.68,67.4,75.5,75.54,8.46,9.22,8.15,7.23,6.23,25.43,52.51,65.58,73.3,72.48,10.52,9.74,9.89,8.96,9.33,23218600,3883.0,-7730.74
Hampden-Sydney College,1170.0,0.0,0.0,0.0,13.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959.0,9349.0,7811.0,326.0,1645.0,231.0,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.31,58.76,57.02,56.78,9.63,25.98,12.37,12.28,11.86,0.0,56.34,57.8,60.0,51.85,15.91,22.54,14.68,12.63,18.52,23225600,3724.06,-7846.42
James Madison University,1233.0,71.52,5.82,12.48,15.92,20.83,79.17,0.94,19.89,0.0,3.7,5.33,5.54,8.45,2091.0,9074.0,8164.0,416.0,1111.0,365.0,1339.0,32.14,58.51,71.01,77.94,71.64,11.9,9.04,8.28,9.56,8.21,9.87,57.7,78.04,83.7,79.24,5.04,5.9,5.92,4.06,5.78,9.19,62.02,80.12,85.17,83.06,5.16,5.5,5.63,3.83,4.87,12.94,53.9,75.39,81.79,74.93,5.67,6.64,6.45,4.82,6.86,23242300,3843.63,-7887.05
Longwood University,1098.0,76.86,7.29,15.8,20.25,27.89,72.11,0.0,0.0,4.45,3.86,8.25,17.81,12.85,1712.0,9362.0,7347.0,293.0,2096.0,247.0,966.0,16.51,30.56,23.53,36.54,40.38,14.68,0.0,26.47,28.85,19.23,8.18,44.5,51.62,17.23,57.51,11.86,0.0,14.97,40.2,13.15,7.81,45.54,53.2,17.93,59.8,10.94,8.91,14.14,41.72,12.5,9.57,42.28,47.69,18.39,54.96,12.67,12.42,16.67,38.69,13.98,23256600,3730.11,-7839.58
University of Mary Washington,1244.0,67.66,14.94,13.68,21.74,24.8,75.2,0.94,23.86,0.0,3.64,7.45,11.32,13.91,2071.0,9072.0,8109.0,450.0,1140.0,346.0,1330.0,38.73,60.99,53.79,62.93,67.62,9.15,13.48,15.15,9.48,9.52,13.22,51.96,63.28,68.14,68.94,8.95,12.46,10.41,6.14,4.55,15.92,51.39,63.61,67.24,71.84,7.96,11.39,10.51,5.46,3.16,18.29,54.95,60.59,67.52,66.19,9.73,13.54,11.57,7.48,6.95,23268100,3830.25,-7747.61
Norfolk State University,969.0,74.14,30.48,46.04,54.61,37.35,62.65,2.14,35.21,0.0,0.0,4.08,8.41,10.87,1358.0,9132.0,5002.0,525.0,4210.0,278.0,749.0,11.26,20.0,29.59,39.77,35.99,24.57,31.19,25.15,18.41,18.09,2.13,6.96,26.89,40.63,40.36,31.09,38.84,35.85,24.59,20.57,4.44,12.93,32.28,48.21,47.39,24.19,34.22,27.51,20.0,18.47,3.8,9.86,26.75,38.55,37.26,30.93,37.36,33.25,23.4,20.01,23293700,3684.84,-7626.14
Old Dominion University,1126.0,62.6,33.75,28.78,40.2,33.21,66.79,1.99,31.22,1.61,2.74,5.33,8.53,13.04,1582.0,9272.0,6752.0,369.0,2555.0,293.0,895.0,28.26,42.58,47.68,46.43,43.6,13.32,14.35,14.39,16.13,19.3,9.87,26.88,41.45,50.89,45.24,20.06,18.95,18.74,16.79,19.11,17.07,31.86,45.87,53.36,47.41,16.42,15.74,15.93,13.83,18.57,15.03,32.51,42.62,47.89,43.7,18.54,17.97,17.82,17.63,19.39,23298200,3688.64,-7630.67
Radford University,1054.0,83.05,10.35,23.27,29.46,31.44,68.56,0.93,30.51,0.0,2.51,5.83,8.66,9.6,1679.0,9363.0,8302.0,296.0,1154.0,250.0,1030.0,42.04,56.47,65.59,67.8,62.67,13.38,12.67,11.9,9.6,11.98,13.79,41.93,55.02,60.76,61.12,17.04,12.8,13.78,10.47,9.7,19.6,49.41,60.34,64.33,66.75,14.02,10.36,10.34,7.99,7.33,16.71,42.07,54.59,60.57,58.96,17.62,13.78,14.96,11.39,11.21,23327700,3713.69,-8054.97
Randolph College,1071.0,0.0,10.45,0.0,30.79,26.27,73.73,0.0,0.0,0.0,0.0,0.0,14.53,16.0,1860.0,9144.0,7783.0,633.0,1411.0,280.0,1101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,60.38,48.68,59.3,25.76,17.19,0.0,0.0,0.0,0.0,44.83,55.13,45.3,49.6,27.27,14.66,0.0,0.0,0.0,23330100,3743.73,-7917.19
Roanoke College,1166.0,0.0,5.21,0.0,20.22,20.66,79.34,0.0,0.0,0.0,0.0,11.0,11.11,12.13,1963.0,9350.0,8675.0,267.0,853.0,216.0,1219.0,0.0,46.67,0.0,45.83,60.71,0.0,0.0,0.0,0.0,0.0,0.0,63.44,0.0,69.71,65.25,0.0,0.0,0.0,0.0,0.0,6.55,64.47,66.2,73.11,67.11,7.42,6.09,10.33,5.19,5.78,9.2,60.7,56.46,64.75,63.24,13.2,10.12,13.4,9.58,7.72,23342600,3729.49,-8005.55
Southern Virginia University,1103.0,0.0,16.28,0.0,30.02,17.14,82.86,0.0,0.0,0.0,0.0,0.0,16.78,19.89,1628.0,9245.0,8474.0,723.0,673.0,248.0,864.0,28.57,35.48,54.9,56.14,36.36,21.43,38.71,21.57,17.54,21.82,7.75,20.09,27.23,19.49,24.61,34.51,32.48,30.69,21.03,17.19,16.25,25.32,43.36,32.11,31.11,30.63,31.82,23.01,22.02,16.3,9.62,21.13,24.29,24.48,23.3,32.21,35.92,33.57,18.88,19.32,23361100,3774.04,-7935.04
Sweet Briar College,1175.0,0.0,9.93,0.0,34.04,23.2,76.8,0.0,0.0,0.0,0.0,0.0,36.47,19.35,1938.0,9220.0,8167.0,454.0,1215.0,255.0,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.7,0.0,34.92,61.29,0.0,0.0,0.0,0.0,0.0,0.0,56.96,0.0,34.12,43.01,0.0,0.0,0.0,0.0,0.0,23371800,3755.67,-7908.1
